Species	Genus	Family	Order	Subclass	Class	Subphylum	Subkingdom	Kingdom
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Psammothidium pseudoswazi	Psammothidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Brachysira neoexilis	Brachysira	Brachysiraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Encyonopsis falaisensis	Encyonopsis	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria joachimii	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Encyonema minutum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema truncatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia fonticola	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia dissipata var. media	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Encyonema ventricosum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Diatoma tenuis	Diatoma	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia cf. soratensis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Tryblionella debilis	Tryblionella	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Adlafia bryophila	Adlafia	Anomoeoneidaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria heatherae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria heatherae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Melosira varians	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Hippodonta capitata	Hippodonta	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula gregaria	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella lacrimula	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema utae	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema minutum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema minutum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Eunotia minor	Eunotia	Eunotiaceae	Eunotiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Eunotia exigua	Eunotia	Eunotiaceae	Eunotiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula sp.	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella angusta	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Tabellaria flocculosa	Tabellaria	Tabellariaceae	Tabellariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria heatherae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Melosira varians	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudostaurosira brevistriata	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pseudostaurosira brevistriata	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia cf. dissipata var. media	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia fonticola	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria mesolepta	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella lacrimula	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Diatoma vulgaris	Diatoma	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema truncatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Encyonema ventricosum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia paleacea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Melosira varians	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
